Year,StateCode,StateAbb,CountyCode,CountyName,CommodityCode,CommodityName,InsurancePlanCode,InsurancePlanAbb,CoverageCategory,StageCode,CauseOfLossCode,CauseOfLossDescription,MonthOfLoss,MonthOfLossName,YearOfLoss,PoliciesEarningPremium,PoliciesIndemnified,NetPlantedAcres,NetEndorsedAcres,Liability,TotalPremium,ProducerPaidPremium,Subsidy,PrivateSubsidy,AdditionalSubsidy,EFAPremiumDiscount,NetAcresLoss,Indemnity,IndemnityByPremium
2013,6,CA,101,Sutter                        ,18,RICE                          ,3,RPHPE     ,A,PT,13,Failure of Irrigation Supply,4,APR,2013,1,1,154.1,0,81533,5600,1288,4312,0,0,0,154.1,81533,14.56
2013,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,C,P2,13,Failure of Irrigation Supply,2,FEB,2013,1,1,49.335,0,5580,131,0,131,0,0,0,49.335,5580,42.6
2013,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,P2,31,Excess Moisture/Precipitation/Rain,1,JAN,2013,1,1,24.8,0,4396,119,39,80,0,0,0,24.8,4396,36.94
2013,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,R ,71,Insects,5,MAY,2013,1,1,240,0,191452,6963,2855,4108,0,0,0,240,15072,2.16
2013,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,PT,97,Earthquake,5,MAY,2013,1,1,4.67,0,1425.3,67.9,27.8,40.1,0,0,0,4.67,1425.3,20.99
2013,6,CA,101,Sutter                        ,55,RICE                          ,90,APH       ,A,H ,61,Wind/Excess Wind,4,APR,2013,1,1,123.4,0,77630,4174,1878,2296,0,0,0,123.4,26695,6.4
2013,6,CA,113,Yolo                          ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2013,1,1,588,0,285583,37741,16983,20758,0,0,0,593,285583,7.57
2013,6,CA,113,Yolo                          ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,5,MAY,2013,11,11,2837.893,0,1492414,229797,128568,101229,0,0,0,2837.893,1492414,6.49
2013,6,CA,113,Yolo                          ,55,RICE                          ,90,APH       ,A,H ,61,Wind/Excess Wind,6,JUN,2013,1,1,166,0,122807,7059,3177,3882,0,0,0,166,4416,0.63
2014,6,CA,7,Butte                         ,18,RICE                          ,3,RPHPE     ,A,H ,1,Decline in Price,11,NOV,2014,1,1,45.125,0,72375,3525,2186,1339,0,0,0,45.125,554,0.16
2014,6,CA,7,Butte                         ,18,RICE                          ,3,RPHPE     ,A,H ,1,Decline in Price,12,DEC,2014,1,1,367.4,0,636780,33670,20875,12795,0,0,0,367.4,29412,0.87
2014,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,H ,12,Heat,6,JUN,2014,1,1,21,0,23308,444,182,262,0,0,0,21,2711,6.11
2014,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,3,MAR,2014,2,2,656.25,0,467064,21634,8927,12707,0,0,0,656.25,467064,21.59
2014,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,2,FEB,2014,1,1,59.7,0,30390,1176,482,694,0,0,0,59.7,30390,25.84
2014,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2014,2,2,143.5,0,111397,7266,3987,3279,0,0,0,143.5,111397,15.33
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,H ,12,Heat,7,JUL,2014,1,1,131.6,0,190628,7965,4938,3027,0,0,0,131.6,16572,2.08
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,H ,12,Heat,6,JUN,2014,1,1,187.9,0,159836,5217,3235,1982,0,0,0,187.9,28429,5.45
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,7,JUL,2014,2,2,69.2144,0,55789,3390,1763,1627,0,0,0,69.2144,55789,16.46
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,C,P2,13,Failure of Irrigation Supply,6,JUN,2014,1,1,129.5,0,27695,723,0,723,0,0,0,129.5,27695,38.31
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,3,MAR,2014,4,4,451.7,0,287830,24025,14549,9476,0,0,0,451.7,287830,11.98
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,6,JUN,2014,1,1,48.6,0,32829,2761,1712,1049,0,0,0,48.6,32829,11.89
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,3,MAR,2014,7,7,509.3,0,478847,33034,19734,13300,0,0,0,509.3,478847,14.5
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,4,APR,2014,2,2,188.35,0,122444,9196,4401,4795,0,0,0,188.35,122444,13.31
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,4,APR,2014,1,1,92.3,0,68441,5417,3359,2058,0,0,0,92.3,68441,12.63
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,6,JUN,2014,17,17,3967.9626,0,3034399,252442,154167,98275,0,0,0,3967.9626,3034399,12.02
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,2,FEB,2014,22,22,2965.3504,0,1894141,156636,88202,68434,0,0,0,2965.3504,1894141,12.09
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,5,MAY,2014,4,4,721.0979,0,457952,43348,26685,16663,0,0,0,721.0979,457952,10.56
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2014,111,111,13510.0431,0,9955562,730126,425726,304400,0,0,0,13510.0431,9955562,13.64
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,5,MAY,2014,14,14,940.139,0,736806,55839,33080,22759,0,0,0,940.139,736806,13.2
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,8,AUG,2014,1,1,8.5,0,7195,585,363,222,0,0,0,8.5,7195,12.3
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,1,JAN,2014,1,1,51.2,0,26315,1231,505,726,0,0,0,51.2,26315,21.38
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,1,JAN,2014,7,7,598.1384,0,461227,32775,17992,14783,0,0,0,598.1384,461227,14.07
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,UH,13,Failure of Irrigation Supply,4,APR,2014,1,1,202.6,0,280383,6040,2476,3564,0,0,0,202.6,271163,44.89
2014,6,CA,11,Colusa                        ,18,RICE                          ,2,RP        ,A,PT,13,Failure of Irrigation Supply,5,MAY,2014,1,1,5.2947,0,3482,178,73,105,0,0,0,5.2947,3482,19.56
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,14,Failure of Irrigation Equipment,2,FEB,2014,1,1,27.8,0,18850,1399,658,741,0,0,0,27.8,18850,13.47
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,31,Excess Moisture/Precipitation/Rain,2,FEB,2014,1,1,79.125,0,71251,4397,2286,2111,0,0,0,79.125,71251,16.2
2014,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,91,Fire,1,JAN,2014,1,1,12.45,0,9357,639,332,307,0,0,0,12.45,9357,14.64
2014,6,CA,19,Fresno                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,5,MAY,2014,1,1,160.8,0,58160,3622,1304,2318,0,0,0,160.8,58160,16.06
2014,6,CA,19,Fresno                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,6,JUN,2014,1,1,78.3,0,33488,4607,2856,1751,0,0,0,78.3,33488,7.27
2014,6,CA,19,Fresno                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,3,MAR,2014,1,1,224.9,0,103510,9012,4056,4956,0,0,0,224.9,103510,11.49
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,6,JUN,2014,2,2,405.274,0,265123,23254,14065,9189,0,0,0,405.274,265123,11.4
2014,6,CA,21,Glenn                         ,18,RICE                          ,2,RP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2014,2,2,76.6,0,48288,2570,1054,1516,0,0,0,76.6,48288,18.79
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,H ,13,Failure of Irrigation Supply,6,JUN,2014,2,2,200,0,221969,8693.5,5390,3303.5,0,0,0,200,-14953,-1.72
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,2,FEB,2014,21,21,1983.6295,0,1101002,79494,43632,35862,0,0,0,1983.6295,1101002,13.85
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,5,MAY,2014,3,3,191,0,106336,7226,4007,3219,0,0,0,191,106336,14.72
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,5,MAY,2014,3,3,210.1,0,155979,12703,7731,4972,0,0,0,210.1,155979,12.28
2014,6,CA,21,Glenn                         ,18,RICE                          ,3,RPHPE     ,A,PT,13,Failure of Irrigation Supply,3,MAR,2014,4,4,1184.1135,0,949543,84466,43830,40636,0,0,0,1184.1135,949543,11.24
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,3,MAR,2014,1,1,11.9,0,3345,273,169,104,0,0,0,11.9,3345,12.25
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,3,MAR,2014,4,4,161.865,0,137921,10743,6661,4082,0,0,0,161.865,137921,12.84
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2014,25,25,3367.4522,0,2541369,171529,97689,73840,0,0,0,3367.4522,2541369,14.82
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,UH,13,Failure of Irrigation Supply,6,JUN,2014,2,2,70.3,0,221969,8693.5,5390,3303.5,0,0,0,70.3,115460,13.28
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,4,APR,2014,3,3,310.5686,0,260684,20719,12846,7873,0,0,0,310.5686,260684,12.58
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,C,P2,13,Failure of Irrigation Supply,6,JUN,2014,1,1,29.3,0,5704,152,0,152,0,0,0,29.3,5704,37.53
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,1,JAN,2014,1,1,78.375,0,53484,4404,2730,1674,0,0,0,78.375,53484,12.14
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,1,JAN,2014,1,1,26.125,0,21786,1586,983,603,0,0,0,26.125,21786,13.74
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,PT,14,Failure of Irrigation Equipment,2,FEB,2014,1,1,95,0,68366,3689,1660,2029,0,0,0,95,68366,18.53
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,H ,21,Hail,10,OCT,2014,1,1,104.5,0,163374,7075,4386,2689,0,0,0,104.5,29343,4.15
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,H ,21,Hail,9,SEP,2014,2,2,83.9,0,127219,4809,2981,1828,0,0,0,83.9,25743,5.35
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,PT,31,Excess Moisture/Precipitation/Rain,3,MAR,2014,1,1,35.2,0,24374,1354,609,745,0,0,0,35.2,24374,18
2014,6,CA,21,Glenn                         ,18,RICE                          ,1,YP        ,A,H ,93,Wildlife,8,AUG,2014,1,1,80.1,0,61052,1457,656,801,0,0,0,80.1,31298,21.48
2014,6,CA,35,Lassen                        ,55,RICE                          ,90,APH       ,A,H ,93,Wildlife,9,SEP,2014,1,1,30.31,0,23073,1442,591,851,0,0,0,30.31,14894,10.33
2014,6,CA,47,Merced                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,3,MAR,2014,1,1,389.6,0,196637,14147,5800,8347,0,0,0,389.6,196637,13.9
2014,6,CA,47,Merced                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,6,JUN,2014,1,1,148,0,89075,11092,6877,4215,0,0,0,148,89075,8.03
2014,6,CA,47,Merced                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,3,MAR,2014,1,1,305.5,0,210286,19198,11903,7295,0,0,0,305.5,210286,10.95
2014,6,CA,47,Merced                        ,18,RICE                          ,1,YP        ,A,UH,13,Failure of Irrigation Supply,6,JUN,2014,1,1,23,0,40271.5,1041.5,427,614.5,0,0,0,23,23185,22.26
2014,6,CA,47,Merced                        ,18,RICE                          ,1,YP        ,A,H ,13,Failure of Irrigation Supply,6,JUN,2014,1,1,56.9,0,40271.5,1041.5,427,614.5,0,0,0,56.9,4698,4.51
2014,6,CA,47,Merced                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,5,MAY,2014,2,2,682.9,0,444889,34602,15516,19086,0,0,0,682.9,444889,12.86
2014,6,CA,49,Modoc                         ,55,RICE                          ,90,APH       ,A,H ,13,Failure of Irrigation Supply,12,DEC,2013,2,2,1259.6,0,1251383,312291,136349,175942,0,0,0,1259.6,1120624,3.59
2014,6,CA,49,Modoc                         ,55,RICE                          ,90,APH       ,A,H ,93,Wildlife,7,JUL,2014,1,1,241.4,0,126011,21590,7772,13818,0,0,0,241.4,120510,5.58
2014,6,CA,61,Placer                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,6,JUN,2014,1,1,78.7,0,45163,2727,1118,1609,0,0,0,78.7,45163,16.56
2014,6,CA,61,Placer                        ,18,RICE                          ,2,RP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2014,1,1,11.752,0,8816,1294,802,492,0,0,0,11.752,8816,6.81
2014,6,CA,61,Placer                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2014,11,11,2328.948,0,1951321,197126,122203,74923,0,0,0,2328.948,1951321,9.9
2014,6,CA,89,Shasta                        ,55,RICE                          ,90,APH       ,A,H ,12,Heat,7,JUL,2014,5,5,1505.75,0,1026175.1,28267.8,11590.9,16676.9,0,0,0,1505.75,308736.3,10.92
2014,6,CA,89,Shasta                        ,55,RICE                          ,90,APH       ,A,H ,13,Failure of Irrigation Supply,5,MAY,2014,1,1,125,0,112194,2287,938,1349,0,0,0,125,85801,37.52
2014,6,CA,89,Shasta                        ,55,RICE                          ,90,APH       ,A,H ,13,Failure of Irrigation Supply,8,AUG,2014,1,1,238.3,0,161877.4,4429.6,1816.2,2613.4,0,0,0,238.3,67889.6,15.33
2014,6,CA,89,Shasta                        ,55,RICE                          ,90,APH       ,A,H ,93,Wildlife,8,AUG,2014,2,2,16.95,0,15385.5,294.6,120.9,173.7,0,0,0,16.95,5129.1,17.41
2014,6,CA,101,Sutter                        ,18,RICE                          ,3,RPHPE     ,A,H ,1,Decline in Price,11,NOV,2014,3,3,264.7,0,314458,13905,8622,5283,0,0,0,264.7,12110,0.87
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,H ,12,Heat,6,JUN,2014,1,1,241.7,0,213981,7900,4898,3002,0,0,0,241.7,25302,3.2
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,H ,12,Heat,7,JUL,2014,3,3,289,0,311674,7858,3262,4596,0,0,0,289,48242,6.14
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,H ,12,Heat,8,AUG,2014,4,4,547.1,0,763426,35130,21781,13349,0,0,0,547.1,104684,2.98
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,5,MAY,2014,1,1,16.7,0,9534,540,243,297,0,0,0,16.7,9534,17.66
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,UH,13,Failure of Irrigation Supply,2,FEB,2014,2,2,160.2,0,195074,7478,4417,3061,0,0,0,160.2,195074,26.09
2014,6,CA,101,Sutter                        ,18,RICE                          ,3,RPHPE     ,A,PT,13,Failure of Irrigation Supply,3,MAR,2014,10,10,3070.85,0,2452270,233065,139065,94000,0,0,0,3070.85,2452270,10.52
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,3,MAR,2014,1,1,383.1,0,257810,21693,13450,8243,0,0,0,383.1,257810,11.88
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,6,JUN,2014,1,1,413.35,0,255175,24952,15470,9482,0,0,0,413.35,255175,10.23
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,3,MAR,2014,1,1,58.5,0,43009,3853,2389,1464,0,0,0,58.5,43009,11.16
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,6,JUN,2014,22,22,3722.215,0,2843502,240350,149016,91334,0,0,0,3722.215,2843482,11.83
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,C,P2,13,Failure of Irrigation Supply,2,FEB,2014,5,5,442.335,0,83383,2308,0,2308,0,0,0,442.335,83383,36.13
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,1,JAN,2014,1,1,81.2,0,50594,4970,3081,1889,0,0,0,81.2,50594,10.18
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,UH,13,Failure of Irrigation Supply,7,JUL,2014,1,1,32.5,0,42871,1374,714,660,0,0,0,32.5,42871,31.2
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,2,FEB,2014,15,15,1565.76,0,943320,79603,47035,32568,0,0,0,1565.76,943320,11.85
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2014,65,65,7643.5175,0,5583385,419876,249704,170172,0,0,0,7643.5175,5583385,13.3
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,5,MAY,2014,2,2,1288.1,0,1002765,67575,35438,32137,0,0,0,1288.1,1002765,14.84
2014,6,CA,101,Sutter                        ,18,RICE                          ,3,RPHPE     ,A,PT,13,Failure of Irrigation Supply,3,MAR,2013,1,1,18.35,0,15161,1456,903,553,0,0,0,18.35,15161,10.41
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,C,P2,13,Failure of Irrigation Supply,6,JUN,2014,2,2,109,0,23451,619,0,619,0,0,0,109,23451,37.89
2014,6,CA,101,Sutter                        ,18,RICE                          ,3,RPHPE     ,A,PT,14,Failure of Irrigation Equipment,3,MAR,2014,1,1,307.5,0,236797,22898,14197,8701,0,0,0,307.5,236797,10.34
2014,6,CA,101,Sutter                        ,18,RICE                          ,1,YP        ,A,H ,61,Wind/Excess Wind,5,MAY,2014,1,1,162.5,0,224984,10698,6633,4065,0,0,0,162.5,4840,0.45
2014,6,CA,101,Sutter                        ,55,RICE                          ,90,APH       ,A,H ,12,Heat,7,JUL,2014,1,1,19,0,12728,578,237,341,0,0,0,19,834,1.44
2014,6,CA,103,Tehama                        ,18,RICE                          ,3,RPHPE     ,A,PT,13,Failure of Irrigation Supply,2,FEB,2014,1,1,89.1,0,100050,7691,4768,2923,0,0,0,89.1,100050,13.01
2014,6,CA,103,Tehama                        ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2014,1,1,221.8,0,113261,11460,7106,4354,0,0,0,221.8,113261,9.88
2014,6,CA,113,Yolo                          ,18,RICE                          ,3,RPHPE     ,A,H ,1,Decline in Price,11,NOV,2014,1,1,78.84,0,122294.8,15107.2,9366.4,5740.8,0,0,0,78.84,37760.8,2.5
2014,6,CA,113,Yolo                          ,18,RICE                          ,1,YP        ,A,H ,12,Heat,8,AUG,2014,3,3,598.2,0,788254,66053,40953,25100,0,0,0,598.2,28506,0.43
2014,6,CA,113,Yolo                          ,18,RICE                          ,3,RPHPE     ,A,H ,13,Failure of Irrigation Supply,4,APR,2014,1,1,118.26,0,183442.2,22660.8,14049.6,8611.2,0,0,0,118.26,56641.2,2.5
2014,6,CA,113,Yolo                          ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,6,JUN,2014,1,1,90.7,0,30375,4843,3003,1840,0,0,0,90.7,30375,6.27
2014,6,CA,113,Yolo                          ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,3,MAR,2014,2,2,176.8,0,124144,24670,15295,9375,0,0,0,176.8,124144,5.03
2014,6,CA,113,Yolo                          ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,6,JUN,2014,24,24,10207.9092,0,7213065,1133400,698231,435169,0,0,0,10207.9092,7213065,6.36
2014,6,CA,113,Yolo                          ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,2,FEB,2014,1,1,37.3,0,21258,3379,2095,1284,0,0,0,37.3,21258,6.29
2014,6,CA,113,Yolo                          ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2014,8,8,905.9,0,511141,67901,33986,33915,0,0,0,905.9,511141,7.53
2014,6,CA,113,Yolo                          ,18,RICE                          ,1,YP        ,A,H ,13,Failure of Irrigation Supply,10,OCT,2014,1,1,245.8,0,288550,41465,25708,15757,0,0,0,245.8,98584,2.38
2014,6,CA,113,Yolo                          ,18,RICE                          ,3,RPHPE     ,A,PT,13,Failure of Irrigation Supply,3,MAR,2014,1,1,124.5,0,106224,23856,14791,9065,0,0,0,124.5,106224,4.45
2014,6,CA,115,Yuba                          ,18,RICE                          ,2,RP        ,A,H ,12,Heat,7,JUL,2014,1,1,22.3,0,16913,563,231,332,0,0,0,22.3,3340,5.93
2015,6,CA,7,Butte                         ,18,RICE                          ,2,RP        ,A,PT,13,Failure of Irrigation Supply,3,MAR,2015,6,6,237.4875,0,142417.5,7693.1,3095.2,4597.9,0,0,0,237.4875,142417.5,18.51
2015,6,CA,7,Butte                         ,18,RICE                          ,3,RPHPE     ,A,PT,13,Failure of Irrigation Supply,2,FEB,2015,14,14,1595.3168,0,1004889.8,63562.2,34404.6,29157.6,0,0,0,1595.3168,1004889.8,15.81
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,C,P2,13,Failure of Irrigation Supply,6,JUN,2015,1,1,48.1,0,6836,97,0,97,0,0,0,48.1,6836,70.47
2015,6,CA,7,Butte                         ,18,RICE                          ,3,RPHPE     ,A,H ,13,Failure of Irrigation Supply,7,JUL,2015,1,1,68.8,0,76212,2592.5,1607.5,985,0,0,0,116.4,-5457,-2.1
2015,6,CA,7,Butte                         ,18,RICE                          ,3,RPHPE     ,A,PT,13,Failure of Irrigation Supply,4,APR,2015,6,6,548.72,0,343233.1,18726.7,9031.2,9695.5,0,0,0,548.72,343233.1,18.33
2015,6,CA,7,Butte                         ,18,RICE                          ,3,RPHPE     ,A,UH,13,Failure of Irrigation Supply,7,JUL,2015,1,1,68.8,0,76212,2592.5,1607.5,985,0,0,0,21.2,23484,9.06
2015,6,CA,7,Butte                         ,18,RICE                          ,2,RP        ,A,PT,13,Failure of Irrigation Supply,4,APR,2015,5,5,147.7125,0,95605.5,4974.9,1609.8,3365.1,0,0,0,147.7125,95605.5,19.22
2015,6,CA,7,Butte                         ,18,RICE                          ,3,RPHPE     ,A,PT,13,Failure of Irrigation Supply,3,MAR,2015,41,41,4686.787,0,2954996.1,175206.1,90197.2,85008.9,0,0,0,4686.787,2954996.1,16.87
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,P2,13,Failure of Irrigation Supply,2,FEB,2015,5,5,796.2,0,364362,15867,6071,9796,0,0,0,796.2,364362,22.96
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2015,55,55,5281.2795,0,2975935.8,155674.4,82144.1,73530.3,0,0,0,5281.2795,2975935.8,19.12
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,5,MAY,2015,1,1,144.1,0,102616,6475,4014,2461,0,0,0,144.1,102616,15.85
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,H ,13,Failure of Irrigation Supply,6,JUN,2015,3,3,806.1,0,570837,7809,2577,5232,0,0,0,806.1,282121,36.13
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,6,JUN,2015,11,11,1199.44,0,676523.8,32829.8,16523.6,16306.2,0,0,0,1199.44,676523.8,20.61
2015,6,CA,7,Butte                         ,18,RICE                          ,2,RP        ,A,PT,13,Failure of Irrigation Supply,2,FEB,2015,4,4,313.4,0,196166,13747,8524,5223,0,0,0,313.4,196166,14.27
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,C,P2,13,Failure of Irrigation Supply,2,FEB,2015,2,2,510.1,0,81287,1089,0,1089,0,0,0,510.1,81287,74.64
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,3,MAR,2015,16,16,1638.6612,0,893428.2,43888.2,23330.4,20557.8,0,0,0,1638.6612,893428.2,20.36
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,PT,13,Failure of Irrigation Supply,4,APR,2015,2,2,85.18,0,52097.2,2551.6,1278.9,1272.7,0,0,0,85.18,52097.2,20.42
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,UH,13,Failure of Irrigation Supply,6,JUN,2015,2,2,82.9,0,59272,805,266,539,0,0,0,82.9,59272,73.63
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,PT,14,Failure of Irrigation Equipment,2,FEB,2015,1,1,336.5,0,207463,9288,4180,5108,0,0,0,336.5,207463,22.34
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,P2,31,Excess Moisture/Precipitation/Rain,6,JUN,2015,1,1,93,0,31077,1170,421,749,0,0,0,93,31077,26.56
2015,6,CA,7,Butte                         ,18,RICE                          ,2,RP        ,A,H ,71,Insects,10,OCT,2015,2,2,145.8,0,189175,9942,6164,3778,0,0,0,145.8,188777,18.99
2015,6,CA,7,Butte                         ,18,RICE                          ,1,YP        ,A,H ,71,Insects,7,JUL,2015,1,1,42,0,24017,851,383,468,0,0,0,42,23958,28.15
2015,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,H ,12,Heat,6,JUN,2015,1,1,240,0,220013,5707,2568,3139,0,0,0,240,22157,3.88
2015,6,CA,11,Colusa                        ,18,RICE                          ,1,YP        ,A,PT,12,Heat,2,FEB,2015,1,1,27.8,0,16195,1120,694,426,0,0,0,27.8,16195,14.46
