Year,CountyCode,CountyName,CauseOfLossCode,CauseOfLossDescription,MonthOfLoss,MonthOfLossName,PoliciesEarningPremium,PoliciesIndemnified,NetPlantedAcres,Liability,TotalPremium,NetAcresLoss,Indemnity,IndemnityByPremium
2006,11,Colusa                        ,44,Cold Wet Weather                                                                                    ,4,APR,1,1,120.3,43058,1465,120.3,28650,19.56
2006,11,Colusa                        ,44,Cold Wet Weather                                                                                    ,9,SEP,5,5,84.015,38294.9,2013.1,84.015,8151.05,4.05
2006,11,Colusa                        ,44,Cold Wet Weather                                                                                    ,8,AUG,2,2,49.8,21583.65,1165.65,49.8,5370.3,4.61
2006,11,Colusa                        ,61,Wind/Excess Wind                                                                                    ,8,AUG,1,1,52.8,28178.5,1979.5,52.8,12842,6.49
2006,11,Colusa                        ,99,"Other (Snow,Lightning,etc)                                                                        ",8,AUG,1,1,2.385,1234.5,53.95,2.385,522.75,9.69
2006,11,Colusa                        ,99,"Other (Snow,Lightning,etc)                                                                        ",8,AUG,1,1,12.355,3517.7,279.6,12.355,3517.7,12.58
2006,21,Glenn                         ,12,Heat                                                                                                ,7,JUL,1,1,155.775,72242.25,3106.5,155.775,15952.5,5.14
2006,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2,2,119.95,31457.6,2354.6,119.95,31457.6,13.36
2006,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,5,5,547.57,125879.4,10489.4,547.57,125879.4,12
2006,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2,2,70.9,17322,2389,70.9,17322,7.25
2006,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,1,1,25.1,2021,96,25.1,2021,21.05
2006,21,Glenn                         ,44,Cold Wet Weather                                                                                    ,9,SEP,1,1,51.925,24080.75,1035.5,51.925,5317.5,5.14
2006,49,Modoc                         ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,1,1,53.6,23074.8,1148.8,53.6,23074.8,20.09
2006,49,Modoc                         ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,1,1,80.4,34612.2,1723.2,80.4,34612.2,20.09
2006,61,Placer                        ,12,Heat                                                                                                ,7,JUL,1,1,1041,436803,44996,1041,43086,0.96
2006,61,Placer                        ,12,Heat                                                                                                ,5,MAY,1,1,154.8,47035,5535,154.8,7792,1.41
2006,61,Placer                        ,12,Heat                                                                                                ,8,AUG,1,1,136.6,68179,5325,136.6,56048,10.53
2006,61,Placer                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,6,6,915.34,259188.6,54918.8,915.34,279574,5.09
2006,61,Placer                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,8,8,2263.56,569129.4,118668.2,2263.56,613891,5.17
2006,61,Placer                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2,2,278,74776.2,10356.8,278,74776.2,7.22
2006,61,Placer                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,9,9,531.68,105406.4,11540.8,531.68,105406.4,9.13
2006,61,Placer                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,5,5,52.226,9986.2,895,52.226,9986.2,11.16
2006,61,Placer                        ,44,Cold Wet Weather                                                                                    ,3,MAR,4,4,80.694,16365.4,1990.2,80.694,16365.4,8.22
2006,61,Placer                        ,44,Cold Wet Weather                                                                                    ,4,APR,1,1,1.5,257.8,15.2,1.5,257.8,16.96
2006,77,San Joaquin                   ,12,Heat                                                                                                ,7,JUL,1,1,31.6,12796.8,887.6,31.6,916.8,1.03
2006,77,San Joaquin                   ,12,Heat                                                                                                ,7,JUL,1,1,271.4,143237,11713,271.4,21055,1.8
2006,77,San Joaquin                   ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,6,6,588.19,168003,29890,588.19,181214,6.06
2006,77,San Joaquin                   ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,3,3,248.8,47578,5005,248.8,47578,9.51
2006,77,San Joaquin                   ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,1,1,127.05,29192.5,5167,127.05,29192.5,5.65
2006,77,San Joaquin                   ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,1,1,127.05,29192.5,5167,127.05,29192.5,5.65
2006,77,San Joaquin                   ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,1,1,47.4,19195.2,1331.4,47.4,1375.2,1.03
2006,99,Stanislaus                    ,12,Heat                                                                                                ,5,MAY,1,1,41.15,21925,1418,41.15,1986,1.4
2006,99,Stanislaus                    ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,1,1,80,23930,3674,80,25812,7.03
2006,99,Stanislaus                    ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,1,1,18.96,1483,67,18.96,1483,22.13
2006,101,Sutter                        ,12,Heat                                                                                                ,7,JUL,1,1,150.11,87136.05,3413.6,150.11,29638.65,8.68
2006,101,Sutter                        ,12,Heat                                                                                                ,9,SEP,1,1,226.5,108104,5980,226.5,29733,4.97
2006,101,Sutter                        ,12,Heat                                                                                                ,7,JUL,6,6,1297.39,750682,90572.7,1297.39,270529.6,2.99
2006,101,Sutter                        ,12,Heat                                                                                                ,7,JUL,22,22,4107.218,1949970.25,110563.1,4108.698,354381.3,3.21
2006,101,Sutter                        ,12,Heat                                                                                                ,5,MAY,1,1,145.2,40888,5665,145.2,23593,4.16
2006,101,Sutter                        ,12,Heat                                                                                                ,8,AUG,2,2,608.94,330484,22500,608.94,100664,4.47
2006,101,Sutter                        ,12,Heat                                                                                                ,7,JUL,1,1,107.2,28508,6580,107.2,30750.4,4.67
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2,2,55.06,14418,2043.8,55.06,15551.8,7.61
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,1,1,670.9,370123,27518,670.9,131372,4.77
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2,2,251.8,76405,9994,251.8,82414,8.25
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2,2,34.94,5851.2,318,33.32,5497,17.29
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,1,1,64,4745,279,64,4745,17.01
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,1,1,71.2,31156.8,1789.6,71.2,1729.6,0.97
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2,2,33.92,10313.6,1065.6,33.92,10313.6,9.68
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,21,21,1761.29,358782.4,44564.6,1761.29,358782.4,8.05
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,6,6,113.751,55706.4,3103.2,113.751,14347.2,4.62
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,3,3,329.36,69804,8614.4,322.88,68387.2,7.94
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,29,29,5292.07,1255069,107168.8,5292.07,1255069,11.71
2006,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,3,3,607.14,190493,43464.2,607.14,205476.2,4.73
2006,101,Sutter                        ,44,Cold Wet Weather                                                                                    ,9,SEP,1,1,26.8,7127,1645,26.8,7687.6,4.67
2006,101,Sutter                        ,44,Cold Wet Weather                                                                                    ,9,SEP,1,1,2.775,1197.75,66,2.775,358.5,5.43
2006,101,Sutter                        ,44,Cold Wet Weather                                                                                    ,4,APR,1,1,47.4,11599.8,1835.6,47.4,11599.8,6.32
2006,101,Sutter                        ,44,Cold Wet Weather                                                                                    ,4,APR,1,1,176.56,109148,8175.2,176.56,29076.8,3.56
2006,101,Sutter                        ,44,Cold Wet Weather                                                                                    ,10,OCT,2,2,79.776,41919.75,1852.5,79.776,13044.75,7.04
2006,101,Sutter                        ,44,Cold Wet Weather                                                                                    ,9,SEP,1,1,90.72,53088.8,5591.8,90.72,20747.6,3.71
2006,101,Sutter                        ,51,Flood                                                                                               ,3,MAR,1,1,785.9,172081,17176,785.9,172081,10.02
2006,101,Sutter                        ,61,Wind/Excess Wind                                                                                    ,8,AUG,4,4,98.93,56782.2,7351.3,98.93,20030,2.72
2006,113,Yolo                          ,12,Heat                                                                                                ,7,JUL,5,5,1620,665579,33001,1620,116722,3.54
2006,113,Yolo                          ,12,Heat                                                                                                ,6,JUN,1,1,142.575,55626.75,2850,142.575,21035.25,7.38
2006,113,Yolo                          ,12,Heat                                                                                                ,5,MAY,1,1,520,215114,14216,520,1129,0.08
2006,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,4,4,863.4,202458,43512,863.4,202458,4.65
2006,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,2,2,225.8,17465,921,225.8,17465,18.96
2006,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain                                                                  ,1,JAN,1,1,154,29568,3067,154,29568,9.64
2006,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain                                                                  ,2,FEB,2,2,1559.3,151261,86059,1559.3,151261,1.76
2006,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,5,5,1381.2,233925,50283,1381.2,233925,4.65
2006,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,7,7,1960.3,464056,47959,1960.3,441179,9.2
2006,113,Yolo                          ,93,Wildlife                                                                                            ,6,JUN,1,1,47.525,18542.25,950,47.525,7011.75,7.38
2006,115,Yuba                          ,12,Heat                                                                                                ,7,JUL,4,4,352.6,153454,17043,352.6,34354,2.02
2006,115,Yuba                          ,12,Heat                                                                                                ,7,JUL,2,2,252.57,120957.8,14995.5,252.57,47266.7,3.15
2006,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2,2,64.18,11625,574,64.18,11625,20.25
2006,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,1,1,10.92,770,45,10.92,770,17.11
2006,115,Yuba                          ,44,Cold Wet Weather                                                                                    ,10,OCT,1,1,17.46,7261.5,632.7,17.46,3870.3,6.12
2006,115,Yuba                          ,61,Wind/Excess Wind                                                                                    ,8,AUG,1,1,17.07,8867.7,1267.8,17.07,2815,2.22
2007,7,Butte                         ,12,Heat,8,AUG,4,4,88.27,47117.05,2804.8,88.27,8590.1,3.06
2007,7,Butte                         ,12,Heat,7,JUL,8,8,958.04,476168.95,31010.2,958.04,93819.9,3.03
2007,11,Colusa                        ,12,Heat,7,JUL,4,4,628.75,398168.2,30544.6,628.75,159657.35,5.23
2007,11,Colusa                        ,12,Heat,8,AUG,2,2,94.45,60691.8,4923.4,94.45,24655.65,5.01
2007,11,Colusa                        ,12,Heat,7,JUL,1,1,162.8,30878,508,162.8,7152,14.08
2007,11,Colusa                        ,44,Cold Wet Weather,6,JUN,1,1,614.8,129550,2756,614.8,14908,5.41
2007,11,Colusa                        ,44,Cold Wet Weather,4,APR,1,1,62.2,24112,378,62.2,1334,3.53
2007,11,Colusa                        ,99,"Other (Snow,Lightning,etc)                                                                        ",6,JUN,1,1,68,36380,2869,72.8,34981,12.19
2007,21,Glenn                         ,12,Heat,8,AUG,2,2,65.262,42817.2,3180.6,65.262,4780.2,1.5
2007,21,Glenn                         ,12,Heat,7,JUL,1,1,140.16,91956,7072.8,140.16,13797.6,1.95
2007,21,Glenn                         ,99,"Other (Snow,Lightning,etc)                                                                        ",8,AUG,1,1,20.148,13218.8,941.6,20.148,887.2,0.94
2007,49,Modoc                         ,12,Heat,3,MAR,1,1,520.2,270192,14727,520.2,163901,11.13
2007,49,Modoc                         ,42,Freeze,4,APR,1,1,72,39916.8,1818,72,39916.8,21.96
2007,49,Modoc                         ,61,Wind/Excess Wind                                                                                    ,4,APR,1,1,127.75,72434.25,4459,22.19,11835.6,2.65
2007,49,Modoc                         ,61,Wind/Excess Wind                                                                                    ,4,APR,1,1,221.55,120891.05,8257.2,340.2,73127.6,8.86
2007,49,Modoc                         ,61,Wind/Excess Wind                                                                                    ,7,JUL,1,1,40.2,20767.2,1627.8,45.81,6464.4,3.97
2007,49,Modoc                         ,71,Insects,7,JUL,1,1,54.75,31043.25,1911,9.51,5072.4,2.65
2007,49,Modoc                         ,71,Insects,7,JUL,1,1,54.75,31043.25,1911,99.99,24876,13.02
2007,49,Modoc                         ,93,Wildlife,4,APR,1,1,108,59875.2,2727,108,59875.2,21.96
2007,61,Placer                        ,12,Heat,7,JUL,4,4,384.72,177821.4,16960.2,384.72,52740.6,3.11
2007,61,Placer                        ,12,Heat,8,AUG,1,1,164.76,93945.6,8620.8,164.76,52689,6.11
2007,61,Placer                        ,13,Failure of Irrigation Supply,4,APR,2,2,213.08,57690,8175,213.08,62542,7.65
2007,61,Placer                        ,13,Failure of Irrigation Supply,3,MAR,7,7,711.84,208578.75,32350.5,728.99,213266.5,6.59
2007,61,Placer                        ,13,Failure of Irrigation Supply,4,APR,1,1,17.15,4687.75,429.5,34.3,9375.5,21.83
2007,61,Placer                        ,13,Failure of Irrigation Supply,3,MAR,1,1,1037.6,326859,74881,1037.6,354352,4.73
2007,61,Placer                        ,99,"Other (Snow,Lightning,etc)                                                                        ",5,MAY,1,1,347.95,140976.5,7359.5,443,66493,9.03
2007,61,Placer                        ,99,"Other (Snow,Lightning,etc)                                                                        ",7,JUL,3,3,208.12,95790,9778,208.12,31778.8,3.25
2007,61,Placer                        ,99,"Other (Snow,Lightning,etc)                                                                        ",8,AUG,2,2,158.2,85388,7276,158.2,38507.6,5.29
2007,77,San Joaquin                   ,12,Heat,7,JUL,1,1,306.1,207849,15133,306.1,7070,0.47
2007,77,San Joaquin                   ,31,Excess Moisture/Precipitation/Rain,10,OCT,1,1,52,31317,1756,52,4667,2.66
2007,77,San Joaquin                   ,81,Plant Disease,5,MAY,1,1,470.4,292176,23296,89.2,3818,0.16
2007,101,Sutter                        ,12,Heat,7,JUL,8,8,992.804,588775.8,42520.8,992.804,149177,3.51
2007,101,Sutter                        ,12,Heat,8,AUG,5,5,743.275,449856.05,42843.45,743.275,200949.4,4.69
2007,101,Sutter                        ,12,Heat,6,JUN,4,4,440.616,274788,21698.4,440.616,86328.6,3.98
2007,101,Sutter                        ,12,Heat,5,MAY,1,1,147,91140,8585,147,37886,4.41
2007,101,Sutter                        ,12,Heat,7,JUL,4,4,834.465,542814.75,69054.15,834.465,179735.4,2.6
2007,101,Sutter                        ,12,Heat,7,JUL,1,1,62.6,6686,159,62.6,4102,25.8
2007,101,Sutter                        ,12,Heat,8,AUG,10,10,1357.468,801734.4,56936.4,1357.468,229960.4,4.04
2007,101,Sutter                        ,13,Failure of Irrigation Supply,4,APR,1,1,22.6,8996,972,22.6,9752,10.03
2007,101,Sutter                        ,13,Failure of Irrigation Supply,3,MAR,2,2,51.4,11864,713,51.4,11864,16.64
2007,101,Sutter                        ,13,Failure of Irrigation Supply,3,MAR,21,21,2418.35,702348,52945,2466.9,718147,13.56
2007,101,Sutter                        ,13,Failure of Irrigation Supply,3,MAR,3,3,286.7,108561,20113,286.7,117693,5.85
2007,101,Sutter                        ,13,Failure of Irrigation Supply,8,AUG,1,1,58,31520.8,1451.2,58,18399.2,12.68
2007,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,37.7,11068,627,37.7,11068,17.65
2007,101,Sutter                        ,43,Cold Winter,8,AUG,1,1,218,170066,18494,218,57348,3.1
2007,101,Sutter                        ,99,"Other (Snow,Lightning,etc)                                                                        ",4,APR,1,1,32.5,19231,1606.5,65,3107,1.93
2007,101,Sutter                        ,99,"Other (Snow,Lightning,etc)                                                                        ",7,JUL,2,2,160.48,95406,6530.4,160.48,24352.4,3.73
2007,101,Sutter                        ,99,"Other (Snow,Lightning,etc)                                                                        ",8,AUG,2,2,336,194693.2,15166.8,336,96685.6,6.37
2007,101,Sutter                        ,99,"Other (Snow,Lightning,etc)                                                                        ",9,SEP,1,1,100,22016,1289,100,6525,5.06
2007,101,Sutter                        ,99,"Other (Snow,Lightning,etc)                                                                        ",6,JUN,4,4,293.744,183192,14465.6,293.744,57552.4,3.98
2007,101,Sutter                        ,99,"Other (Snow,Lightning,etc)                                                                        ",8,AUG,11,11,953.768,567908,42789.2,953.768,171160,4
2007,101,Sutter                        ,99,"Other (Snow,Lightning,etc)                                                                        ",7,JUL,1,1,77.76,46244,5849.6,77.76,7981.6,1.36
2007,101,Sutter                        ,12,Heat,7,JUL,1,1,41,52865,1839,41,15876,8.63
2007,113,Yolo                          ,12,Heat,8,AUG,2,2,416.4,237352.8,15159,416.4,64996.2,4.29
2007,113,Yolo                          ,61,Wind/Excess Wind                                                                                    ,7,JUL,1,1,343,67395,2036,343,7426,3.65
2007,113,Yolo                          ,61,Wind/Excess Wind                                                                                    ,5,MAY,1,1,170,110124,10053,170,723,0.07
2007,113,Yolo                          ,99,"Other (Snow,Lightning,etc)                                                                        ",7,JUL,1,1,490.1,286947,13980,490.1,115419,8.26
2007,113,Yolo                          ,99,"Other (Snow,Lightning,etc)                                                                        ",8,AUG,2,2,277.6,158235.2,10106,277.6,43330.8,4.29
2007,115,Yuba                          ,12,Heat,8,AUG,1,1,74.4,43212,4166.4,74.4,8684.4,2.08
2007,115,Yuba                          ,12,Heat,7,JUL,1,1,87.3,40932.75,3546.75,87.3,33462,9.43
2007,115,Yuba                          ,12,Heat,7,JUL,5,5,1023.81,593381.4,57292.8,1023.81,165950.4,2.9
2007,115,Yuba                          ,12,Heat,8,AUG,1,1,29.1,13644.25,1182.25,29.1,11154,9.43
2007,115,Yuba                          ,61,Wind/Excess Wind                                                                                    ,7,JUL,1,1,122.8,71000,6967.2,122.8,9742,1.4
2007,115,Yuba                          ,99,"Other (Snow,Lightning,etc)                                                                        ",8,AUG,5,5,609.34,353395.6,34005.6,609.34,106681.2,3.14
2008,7,Butte                         ,12,Heat,7,JUL,2,2,44.98,28218.5,1860.4,44.98,4641.2,2.49
2008,7,Butte                         ,61,Wind/Excess Wind                                                                                    ,6,JUN,1,1,143.6,103972,6785,143.6,63457,9.35
2008,7,Butte                         ,62,Hot Wind,8,AUG,1,1,98.82,53842.5,4026.6,98.82,28018.8,6.96
2008,11,Colusa                        ,12,Heat,7,JUL,1,1,48.2,19877,846,48.2,2922,3.45
2008,11,Colusa                        ,13,Failure of Irrigation Supply,4,APR,1,1,67.6,26128,2527,67.6,26128,10.34
2008,11,Colusa                        ,41,Frost,4,APR,1,1,221.91,172187.6,9862.45,221.91,20467.85,2.08
2008,11,Colusa                        ,61,Wind/Excess Wind                                                                                    ,6,JUN,2,2,140.3,75326.25,4669.4,140.3,17246.85,3.69
2008,11,Colusa                        ,61,Wind/Excess Wind                                                                                    ,9,SEP,1,1,61.64,47288,3986.4,61.64,3251.4,0.82
2008,11,Colusa                        ,61,Wind/Excess Wind                                                                                    ,5,MAY,1,1,28.64,19324,977,28.64,1317,1.35
2008,11,Colusa                        ,61,Wind/Excess Wind                                                                                    ,8,AUG,2,2,312.26,234167.75,18892.2,312.26,13602.75,0.72
2008,11,Colusa                        ,61,Wind/Excess Wind                                                                                    ,5,MAY,1,1,130,17256,372,130,636,1.71
2008,11,Colusa                        ,62,Hot Wind,6,JUN,1,1,52.5,41754,3005,55.35,16420,5.46
2008,11,Colusa                        ,93,Wildlife,5,MAY,1,1,119.49,92716.4,5310.55,119.49,11021.15,2.08
2008,21,Glenn                         ,13,Failure of Irrigation Supply,3,MAR,1,1,95.7,33116,2809,95.7,33116,11.79
2008,21,Glenn                         ,61,Wind/Excess Wind                                                                                    ,7,JUL,1,1,54.1,13818,328,54.1,2412,7.35
2008,47,Merced                        ,13,Failure of Irrigation Supply,5,MAY,3,3,354.77,110812,5983,354.77,110812,18.52
2008,47,Merced                        ,13,Failure of Irrigation Supply,4,APR,1,1,191.72,21941.6,1009.2,191.72,21941.6,21.74
2008,47,Merced                        ,13,Failure of Irrigation Supply,3,MAR,1,1,287.58,32912.4,1513.8,287.58,32912.4,21.74
2008,49,Modoc                         ,13,Failure of Irrigation Supply,4,APR,1,1,134.3,63873,7766,134.3,59256,7.63
2008,49,Modoc                         ,41,Frost,4,APR,1,1,171.27,90396.6,6145.2,171.27,8576.4,1.4
2008,49,Modoc                         ,41,Frost,5,MAY,1,1,30,19140,1928,30,9798,5.08
2008,49,Modoc                         ,61,Wind/Excess Wind                                                                                    ,4,APR,1,1,399.63,210925.4,14338.8,399.63,20011.6,1.4
2008,61,Placer                        ,12,Heat,8,AUG,1,1,95.7,51836,3311,95.7,18692,5.65
2008,61,Placer                        ,12,Heat,7,JUL,1,1,263.2,62294,1577,263.2,14116,8.95
2008,61,Placer                        ,99,"Other (Snow,Lightning,etc)                                                                        ",7,JUL,1,1,475.8,366008,53364,475.8,136017,2.55
2008,61,Placer                        ,99,"Other (Snow,Lightning,etc)                                                                        ",10,OCT,1,1,136.6,93769,24031,136.6,47744,1.99
2008,101,Sutter                        ,12,Heat,7,JUL,3,3,881.45,585218,38544,883.67,128893,3.34
2008,101,Sutter                        ,12,Heat,7,JUL,2,2,448,321378,38562,493.4,113205,2.94
2008,101,Sutter                        ,12,Heat,4,APR,1,1,37.8,18567,2951,37.8,18567,6.29
2008,101,Sutter                        ,61,Wind/Excess Wind                                                                                    ,6,JUN,1,1,94,68589,3587,94,10950,3.05
2008,101,Sutter                        ,12,Heat,7,JUL,2,2,134,89766,4271,134,19687,4.61
2008,101,Sutter                        ,61,Wind/Excess Wind                                                                                    ,7,JUL,1,1,367,263414,14239,367,178662,12.55
2008,113,Yolo                          ,99,"Other (Snow,Lightning,etc)                                                                        ",7,JUL,1,1,426.8,214953,12888,426.8,37750,2.93
2008,113,Yolo                          ,61,Wind/Excess Wind                                                                                    ,9,SEP,1,1,260.1,186688,11212,260.1,134357,11.98
2009,11,Colusa                        ,12,Heat,7,JUL,1,1,351,252541,14566,351,25267,1.73
2009,11,Colusa                        ,13,Failure of Irrigation Supply,5,MAY,1,1,93.7,36086,2060,93.7,36086,17.52
2009,11,Colusa                        ,61,Wind/Excess Wind                                                                                    ,6,JUN,2,2,305.5,243370,10090,309.4,13187,1.31
2009,11,Colusa                        ,61,Wind/Excess Wind                                                                                    ,4,APR,1,1,78,60101,3802,78,2563,0.67
2009,21,Glenn                         ,13,Failure of Irrigation Supply,1,JAN,1,1,63.64,24770,4671,63.64,24770,5.3
2009,21,Glenn                         ,13,Failure of Irrigation Supply,1,JAN,1,1,78,38081,2515,78,38081,15.14
2009,47,Merced                        ,13,Failure of Irrigation Supply,5,MAY,4,4,280.5,122853,8911,280.5,122853,13.79
2009,49,Modoc                         ,21,Hail,6,JUN,1,1,30,24300,3104,30,21674,6.98
2009,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,8,AUG,1,1,80.85,47350.05,3872,80.85,10433.5,2.69
2009,61,Placer                        ,61,Wind/Excess Wind                                                                                    ,8,AUG,1,1,66.15,38740.95,3168,66.15,8536.5,2.69
2009,77,San Joaquin                   ,44,Cold Wet Weather,8,AUG,1,1,38,41319,2452,39.9,2618,1.07
2009,77,San Joaquin                   ,61,Wind/Excess Wind                                                                                    ,5,MAY,1,1,271.4,205285,21255,100.4,5261,0.25
2009,101,Sutter                        ,12,Heat,6,JUN,1,1,22,6982.25,154.55,22,4120.05,26.66
2009,101,Sutter                        ,12,Heat,6,JUN,1,1,318,204464,13984,318,53080.8,3.8
2009,101,Sutter                        ,12,Heat,7,JUL,2,2,150,54224,1015,150,1539,1.52
2009,101,Sutter                        ,13,Failure of Irrigation Supply,1,JAN,1,1,75,38063,4877,75,38063,7.8
2009,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,7,JUL,1,1,79.5,51116,3496,79.5,13270.2,3.8
2009,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,10,OCT,2,2,511.3,413511,37766,511.3,58712,1.55
2009,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,9,SEP,1,1,18,5712.75,126.45,18,3370.95,26.66
2009,101,Sutter                        ,43,Cold Winter,10,OCT,1,1,60,37332,1532,60,9780,6.38
2009,101,Sutter                        ,99,"Other (Snow,Lightning,etc)                                                                        ",6,JUN,1,1,255,230106,16582,255,41144,2.48
2009,101,Sutter                        ,99,"Other (Snow,Lightning,etc)                                                                        ",9,SEP,1,1,53.25,49130,3116,53.25,16131,5.18
2009,113,Yolo                          ,13,Failure of Irrigation Supply,1,JAN,1,1,15,2022,113,15,2022,17.89
2009,113,Yolo                          ,13,Failure of Irrigation Supply,1,JAN,4,4,2730.4,1099509,191002,2730.4,1099509,5.76
2009,113,Yolo                          ,13,Failure of Irrigation Supply,5,MAY,5,5,1578.63,659103,121698,1578.63,659103,5.42
2009,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,10,OCT,4,4,684.8,585396.3,36573.8,694.01,98275.65,2.69
2009,113,Yolo                          ,61,Wind/Excess Wind                                                                                    ,10,OCT,2,2,312.3,269804.7,18556.2,319.59,72280.35,3.9
2009,113,Yolo                          ,61,Wind/Excess Wind                                                                                    ,7,JUL,1,1,52.5,17047.8,395.4,52.5,15574.2,39.39
2009,113,Yolo                          ,93,Wildlife,7,JUL,1,1,35,11365.2,263.6,35,10382.8,39.39
2010,99,Stanislaus                    ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,16,4290,269,16,4290,15.95
2010,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,4,APR,8,8,825.19,278701.8,17670.4,826.09,278701.8,15.77
2010,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,51.09,4634,156,51.09,4634,29.71
2010,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,6,JUN,1,1,18.3,13363,794,18.3,7755,9.77
2010,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,5,5,429.16,147302.2,7911.6,429.76,147302.2,18.62
2010,101,Sutter                        ,44,Cold Wet Weather,8,AUG,2,2,324,191149,9855,324,75481,7.66
2010,101,Sutter                        ,93,Wildlife,8,AUG,1,1,40.6,21826,795,40.6,12968,16.31
2010,103,Tehama                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,142.5,43278,4452,142.5,43278,9.72
2010,103,Tehama                        ,31,Excess Moisture/Precipitation/Rain,4,APR,2,2,97.7,33845,2483,97.7,33845,13.63
2010,113,Yolo                          ,12,Heat,6,JUN,1,1,54.65,25293.5,1989,79.3,35853,18.03
2010,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,6,JUN,1,1,230.6,11963,1488,230.6,11963,8.04
2010,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,96.97,28129,1557,96.97,28129,18.07
2010,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,4,APR,2,2,70.45,8068,512.5,97.9,11196,21.85
2010,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,4,APR,4,4,1240.4,425058,25657,1240.4,425058,16.57
2010,113,Yolo                          ,44,Cold Wet Weather,6,JUN,3,3,547.14,412464,30000,552.88,77599,2.59
2010,113,Yolo                          ,44,Cold Wet Weather,7,JUL,2,2,445.05,260125,15174,471.4,40180,2.65
2010,113,Yolo                          ,44,Cold Wet Weather,8,AUG,8,8,1860.2,1140082.5,71762.5,1883.2,411172,5.73
2010,115,Yuba                          ,12,Heat,7,JUL,1,1,124,107014,8535,124,5649,0.66
2010,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,9,SEP,1,1,220,107964,3069,220,12367,4.03
